"","a_total","b_total","sample_size","posterior"
"110043",3,87,87,1
"110044",4,5,87,0.6302
"110045",4,6,87,0.7309
"110046",4,7,87,0.8114
"110047",4,8,87,0.8694
"110048",4,9,87,0.9169
"110049",4,10,87,0.9467
"110050",4,11,87,0.9692
"110051",4,12,87,0.9781
"110052",4,13,87,0.9877
"110053",4,14,87,0.9926
"110054",4,15,87,0.9954
"110055",4,16,87,0.9977
"110056",4,17,87,0.9989
"110057",4,18,87,0.9991
"110058",4,19,87,0.9999
"110059",4,20,87,1
"110060",4,21,87,1
"110061",4,22,87,1
"110062",4,23,87,0.9998
"110063",4,24,87,1
"110064",4,25,87,1
"110065",4,26,87,1
"110066",4,27,87,1
"110067",4,28,87,1
"110068",4,29,87,1
"110069",4,30,87,1
"110070",4,31,87,1
"110071",4,32,87,1
"110072",4,33,87,1
"110073",4,34,87,1
"110074",4,35,87,1
"110075",4,36,87,1
"110076",4,37,87,1
"110077",4,38,87,1
"110078",4,39,87,1
"110079",4,40,87,1
"110080",4,41,87,1
"110081",4,42,87,1
"110082",4,43,87,1
"110083",4,44,87,1
"110084",4,45,87,1
"110085",4,46,87,1
"110086",4,47,87,1
"110087",4,48,87,1
"110088",4,49,87,1
"110089",4,50,87,1
"110090",4,51,87,1
"110091",4,52,87,1
"110092",4,53,87,1
"110093",4,54,87,1
"110094",4,55,87,1
"110095",4,56,87,1
"110096",4,57,87,1
"110097",4,58,87,1
"110098",4,59,87,1
"110099",4,60,87,1
"110100",4,61,87,1
"110101",4,62,87,1
"110102",4,63,87,1
"110103",4,64,87,1
"110104",4,65,87,1
"110105",4,66,87,1
"110106",4,67,87,1
"110107",4,68,87,1
"110108",4,69,87,1
"110109",4,70,87,1
"110110",4,71,87,1
"110111",4,72,87,1
"110112",4,73,87,1
"110113",4,74,87,1
"110114",4,75,87,1
"110115",4,76,87,1
"110116",4,77,87,1
"110117",4,78,87,1
"110118",4,79,87,1
"110119",4,80,87,1
"110120",4,81,87,1
"110121",4,82,87,1
"110122",4,83,87,1
"110123",4,84,87,1
"110124",4,85,87,1
"110125",4,86,87,1
"110126",4,87,87,1
"110127",5,6,87,0.6183
"110128",5,7,87,0.7162
"110129",5,8,87,0.8017
"110130",5,9,87,0.8612
"110131",5,10,87,0.9063
"110132",5,11,87,0.9358
"110133",5,12,87,0.9609
"110134",5,13,87,0.9775
"110135",5,14,87,0.9845
"110136",5,15,87,0.9919
"110137",5,16,87,0.994
"110138",5,17,87,0.9971
"110139",5,18,87,0.9982
"110140",5,19,87,0.999
"110141",5,20,87,0.9994
"110142",5,21,87,0.9997
"110143",5,22,87,0.9999
"110144",5,23,87,0.9999
"110145",5,24,87,1
"110146",5,25,87,1
"110147",5,26,87,1
"110148",5,27,87,1
"110149",5,28,87,1
"110150",5,29,87,1
"110151",5,30,87,1
"110152",5,31,87,1
"110153",5,32,87,1
"110154",5,33,87,1
"110155",5,34,87,1
"110156",5,35,87,1
"110157",5,36,87,1
"110158",5,37,87,1
"110159",5,38,87,1
"110160",5,39,87,1
"110161",5,40,87,1
"110162",5,41,87,1
"110163",5,42,87,1
"110164",5,43,87,1
"110165",5,44,87,1
"110166",5,45,87,1
"110167",5,46,87,1
"110168",5,47,87,1
"110169",5,48,87,1
"110170",5,49,87,1
"110171",5,50,87,1
"110172",5,51,87,1
"110173",5,52,87,1
"110174",5,53,87,1
"110175",5,54,87,1
"110176",5,55,87,1
"110177",5,56,87,1
"110178",5,57,87,1
"110179",5,58,87,1
"110180",5,59,87,1
"110181",5,60,87,1
"110182",5,61,87,1
"110183",5,62,87,1
"110184",5,63,87,1
"110185",5,64,87,1
"110186",5,65,87,1
"110187",5,66,87,1
"110188",5,67,87,1
"110189",5,68,87,1
"110190",5,69,87,1
"110191",5,70,87,1
"110192",5,71,87,1
"110193",5,72,87,1
"110194",5,73,87,1
"110195",5,74,87,1
"110196",5,75,87,1
"110197",5,76,87,1
"110198",5,77,87,1
"110199",5,78,87,1
"110200",5,79,87,1
"110201",5,80,87,1
"110202",5,81,87,1
"110203",5,82,87,1
"110204",5,83,87,1
"110205",5,84,87,1
"110206",5,85,87,1
"110207",5,86,87,1
"110208",5,87,87,1
"110209",6,7,87,0.6136
"110210",6,8,87,0.7042
"110211",6,9,87,0.7803
"110212",6,10,87,0.843
"110213",6,11,87,0.8882
"110214",6,12,87,0.9276
"110215",6,13,87,0.9534
"110216",6,14,87,0.9701
"110217",6,15,87,0.9814
"110218",6,16,87,0.988
"110219",6,17,87,0.993
"110220",6,18,87,0.995
"110221",6,19,87,0.9984
"110222",6,20,87,0.9991
"110223",6,21,87,0.9993
"110224",6,22,87,0.9995
"110225",6,23,87,0.9995
"110226",6,24,87,1
"110227",6,25,87,0.9999
"110228",6,26,87,1
"110229",6,27,87,1
"110230",6,28,87,1
"110231",6,29,87,1
"110232",6,30,87,1
"110233",6,31,87,1
"110234",6,32,87,1
"110235",6,33,87,1
"110236",6,34,87,1
"110237",6,35,87,1
"110238",6,36,87,1
"110239",6,37,87,1
"110240",6,38,87,1
"110241",6,39,87,1
"110242",6,40,87,1
"110243",6,41,87,1
"110244",6,42,87,1
"110245",6,43,87,1
"110246",6,44,87,1
"110247",6,45,87,1
"110248",6,46,87,1
"110249",6,47,87,1
"110250",6,48,87,1
"110251",6,49,87,1
"110252",6,50,87,1
"110253",6,51,87,1
"110254",6,52,87,1
"110255",6,53,87,1
"110256",6,54,87,1
"110257",6,55,87,1
"110258",6,56,87,1
"110259",6,57,87,1
"110260",6,58,87,1
"110261",6,59,87,1
"110262",6,60,87,1
"110263",6,61,87,1
"110264",6,62,87,1
"110265",6,63,87,1
"110266",6,64,87,1
"110267",6,65,87,1
"110268",6,66,87,1
"110269",6,67,87,1
"110270",6,68,87,1
"110271",6,69,87,1
"110272",6,70,87,1
"110273",6,71,87,1
"110274",6,72,87,1
"110275",6,73,87,1
"110276",6,74,87,1
"110277",6,75,87,1
"110278",6,76,87,1
"110279",6,77,87,1
"110280",6,78,87,1
"110281",6,79,87,1
"110282",6,80,87,1
"110283",6,81,87,1
"110284",6,82,87,1
"110285",6,83,87,1
"110286",6,84,87,1
"110287",6,85,87,1
"110288",6,86,87,1
"110289",6,87,87,1
"110290",7,8,87,0.5978
"110291",7,9,87,0.6924
"110292",7,10,87,0.7727
"110293",7,11,87,0.8325
"110294",7,12,87,0.8822
"110295",7,13,87,0.9186
"110296",7,14,87,0.9482
"110297",7,15,87,0.9639
"110298",7,16,87,0.9773
"110299",7,17,87,0.9872
"110300",7,18,87,0.9898
"110301",7,19,87,0.9945
"110302",7,20,87,0.9972
"110303",7,21,87,0.9977
"110304",7,22,87,0.9991
"110305",7,23,87,0.9998
"110306",7,24,87,0.9996
"110307",7,25,87,0.9998
"110308",7,26,87,0.9998
"110309",7,27,87,1
"110310",7,28,87,1
"110311",7,29,87,1
"110312",7,30,87,0.9999
"110313",7,31,87,1
"110314",7,32,87,1
"110315",7,33,87,1
"110316",7,34,87,1
"110317",7,35,87,1
"110318",7,36,87,1
"110319",7,37,87,1
"110320",7,38,87,1
"110321",7,39,87,1
"110322",7,40,87,1
"110323",7,41,87,1
"110324",7,42,87,1
"110325",7,43,87,1
"110326",7,44,87,1
"110327",7,45,87,1
"110328",7,46,87,1
"110329",7,47,87,1
"110330",7,48,87,1
"110331",7,49,87,1
"110332",7,50,87,1
"110333",7,51,87,1
"110334",7,52,87,1
"110335",7,53,87,1
"110336",7,54,87,1
"110337",7,55,87,1
"110338",7,56,87,1
"110339",7,57,87,1
"110340",7,58,87,1
"110341",7,59,87,1
"110342",7,60,87,1
"110343",7,61,87,1
"110344",7,62,87,1
"110345",7,63,87,1
"110346",7,64,87,1
"110347",7,65,87,1
"110348",7,66,87,1
"110349",7,67,87,1
"110350",7,68,87,1
"110351",7,69,87,1
"110352",7,70,87,1
"110353",7,71,87,1
"110354",7,72,87,1
"110355",7,73,87,1
"110356",7,74,87,1
"110357",7,75,87,1
"110358",7,76,87,1
"110359",7,77,87,1
"110360",7,78,87,1
"110361",7,79,87,1
"110362",7,80,87,1
"110363",7,81,87,1
"110364",7,82,87,1
"110365",7,83,87,1
"110366",7,84,87,1
"110367",7,85,87,1
"110368",7,86,87,1
"110369",7,87,87,1
"110370",8,9,87,0.6017
"110371",8,10,87,0.6896
"110372",8,11,87,0.7679
"110373",8,12,87,0.8233
"110374",8,13,87,0.8716
"110375",8,14,87,0.9109
"110376",8,15,87,0.9425
"110377",8,16,87,0.9597
"110378",8,17,87,0.9719
"110379",8,18,87,0.9825
"110380",8,19,87,0.9904
"110381",8,20,87,0.9937
"110382",8,21,87,0.9957
"110383",8,22,87,0.9963
"110384",8,23,87,0.9983
"110385",8,24,87,0.9992
"110386",8,25,87,0.9995
"110387",8,26,87,0.9998
"110388",8,27,87,1
"110389",8,28,87,1
"110390",8,29,87,1
"110391",8,30,87,0.9999
"110392",8,31,87,0.9999
"110393",8,32,87,1
"110394",8,33,87,1
"110395",8,34,87,1
"110396",8,35,87,1
"110397",8,36,87,1
"110398",8,37,87,1
"110399",8,38,87,1
"110400",8,39,87,1
"110401",8,40,87,1
"110402",8,41,87,1
"110403",8,42,87,1
"110404",8,43,87,1
"110405",8,44,87,1
"110406",8,45,87,1
"110407",8,46,87,1
"110408",8,47,87,1
"110409",8,48,87,1
"110410",8,49,87,1
"110411",8,50,87,1
"110412",8,51,87,1
"110413",8,52,87,1
"110414",8,53,87,1
"110415",8,54,87,1
"110416",8,55,87,1
"110417",8,56,87,1
"110418",8,57,87,1
"110419",8,58,87,1
"110420",8,59,87,1
"110421",8,60,87,1
"110422",8,61,87,1
"110423",8,62,87,1
"110424",8,63,87,1
"110425",8,64,87,1
"110426",8,65,87,1
"110427",8,66,87,1
"110428",8,67,87,1
"110429",8,68,87,1
"110430",8,69,87,1
"110431",8,70,87,1
"110432",8,71,87,1
"110433",8,72,87,1
"110434",8,73,87,1
"110435",8,74,87,1
"110436",8,75,87,1
"110437",8,76,87,1
"110438",8,77,87,1
"110439",8,78,87,1
"110440",8,79,87,1
"110441",8,80,87,1
"110442",8,81,87,1
"110443",8,82,87,1
"110444",8,83,87,1
"110445",8,84,87,1
"110446",8,85,87,1
"110447",8,86,87,1
"110448",8,87,87,1
"110449",9,10,87,0.5942
"110450",9,11,87,0.6691
"110451",9,12,87,0.7531
"110452",9,13,87,0.8158
"110453",9,14,87,0.8649
"110454",9,15,87,0.901
"110455",9,16,87,0.9288
"110456",9,17,87,0.9509
"110457",9,18,87,0.9697
"110458",9,19,87,0.9806
"110459",9,20,87,0.9861
"110460",9,21,87,0.9921
"110461",9,22,87,0.9944
"110462",9,23,87,0.997
"110463",9,24,87,0.998
"110464",9,25,87,0.9985
"110465",9,26,87,0.9996
"110466",9,27,87,0.9999
"110467",9,28,87,0.9999
"110468",9,29,87,0.9998
"110469",9,30,87,1
"110470",9,31,87,1
"110471",9,32,87,1
"110472",9,33,87,1
"110473",9,34,87,1
"110474",9,35,87,1
"110475",9,36,87,1
"110476",9,37,87,1
"110477",9,38,87,1
"110478",9,39,87,1
"110479",9,40,87,1
"110480",9,41,87,1
"110481",9,42,87,1
"110482",9,43,87,1
"110483",9,44,87,1
"110484",9,45,87,1
"110485",9,46,87,1
"110486",9,47,87,1
"110487",9,48,87,1
"110488",9,49,87,1
"110489",9,50,87,1
"110490",9,51,87,1
"110491",9,52,87,1
"110492",9,53,87,1
"110493",9,54,87,1
"110494",9,55,87,1
"110495",9,56,87,1
"110496",9,57,87,1
"110497",9,58,87,1
"110498",9,59,87,1
"110499",9,60,87,1
"110500",9,61,87,1
"110501",9,62,87,1
"110502",9,63,87,1
"110503",9,64,87,1
"110504",9,65,87,1
"110505",9,66,87,1
"110506",9,67,87,1
"110507",9,68,87,1
"110508",9,69,87,1
"110509",9,70,87,1
"110510",9,71,87,1
"110511",9,72,87,1
"110512",9,73,87,1
"110513",9,74,87,1
"110514",9,75,87,1
"110515",9,76,87,1
"110516",9,77,87,1
"110517",9,78,87,1
"110518",9,79,87,1
"110519",9,80,87,1
"110520",9,81,87,1
"110521",9,82,87,1
"110522",9,83,87,1
"110523",9,84,87,1
"110524",9,85,87,1
"110525",9,86,87,1
"110526",9,87,87,1
"110527",10,11,87,0.589
"110528",10,12,87,0.6601
"110529",10,13,87,0.7442
"110530",10,14,87,0.8081
"110531",10,15,87,0.8523
"110532",10,16,87,0.8946
"110533",10,17,87,0.9264
"110534",10,18,87,0.9545
"110535",10,19,87,0.9681
"110536",10,20,87,0.9756
"110537",10,21,87,0.9836
"110538",10,22,87,0.9916
"110539",10,23,87,0.9936
"110540",10,24,87,0.9971
"110541",10,25,87,0.9972
"110542",10,26,87,0.9983
"110543",10,27,87,0.9993
"110544",10,28,87,0.9998
"110545",10,29,87,0.9999
"110546",10,30,87,0.9998
"110547",10,31,87,0.9999
"110548",10,32,87,1
"110549",10,33,87,1
"110550",10,34,87,1
"110551",10,35,87,1
"110552",10,36,87,1
"110553",10,37,87,1
"110554",10,38,87,1
"110555",10,39,87,1
"110556",10,40,87,1
"110557",10,41,87,1
"110558",10,42,87,1
"110559",10,43,87,1
"110560",10,44,87,1
"110561",10,45,87,1
"110562",10,46,87,1
"110563",10,47,87,1
"110564",10,48,87,1
"110565",10,49,87,1
"110566",10,50,87,1
"110567",10,51,87,1
"110568",10,52,87,1
"110569",10,53,87,1
"110570",10,54,87,1
"110571",10,55,87,1
"110572",10,56,87,1
"110573",10,57,87,1
"110574",10,58,87,1
"110575",10,59,87,1
"110576",10,60,87,1
"110577",10,61,87,1
"110578",10,62,87,1
"110579",10,63,87,1
"110580",10,64,87,1
"110581",10,65,87,1
"110582",10,66,87,1
"110583",10,67,87,1
"110584",10,68,87,1
"110585",10,69,87,1
"110586",10,70,87,1
"110587",10,71,87,1
"110588",10,72,87,1
"110589",10,73,87,1
"110590",10,74,87,1
"110591",10,75,87,1
"110592",10,76,87,1
"110593",10,77,87,1
"110594",10,78,87,1
"110595",10,79,87,1
"110596",10,80,87,1
"110597",10,81,87,1
"110598",10,82,87,1
"110599",10,83,87,1
"110600",10,84,87,1
"110601",10,85,87,1
"110602",10,86,87,1
"110603",10,87,87,1
"110604",11,12,87,0.5869
"110605",11,13,87,0.6723
"110606",11,14,87,0.7364
"110607",11,15,87,0.7951
"110608",11,16,87,0.8463
"110609",11,17,87,0.894
"110610",11,18,87,0.9198
"110611",11,19,87,0.9415
"110612",11,20,87,0.9642
"110613",11,21,87,0.9749
"110614",11,22,87,0.9822
"110615",11,23,87,0.9863
"110616",11,24,87,0.9931
"110617",11,25,87,0.9951
"110618",11,26,87,0.9974
"110619",11,27,87,0.9978
"110620",11,28,87,0.9991
"110621",11,29,87,0.9996
"110622",11,30,87,0.9997
"110623",11,31,87,0.9997
"110624",11,32,87,0.9998
"110625",11,33,87,1
"110626",11,34,87,1
"110627",11,35,87,1
"110628",11,36,87,0.9999
"110629",11,37,87,1
"110630",11,38,87,1
"110631",11,39,87,1
"110632",11,40,87,1
"110633",11,41,87,1
"110634",11,42,87,1
"110635",11,43,87,1
"110636",11,44,87,1
"110637",11,45,87,1
"110638",11,46,87,1
"110639",11,47,87,1
"110640",11,48,87,1
"110641",11,49,87,1
"110642",11,50,87,1
"110643",11,51,87,1
"110644",11,52,87,1
"110645",11,53,87,1
"110646",11,54,87,1
"110647",11,55,87,1
"110648",11,56,87,1
"110649",11,57,87,1
"110650",11,58,87,1
"110651",11,59,87,1
"110652",11,60,87,1
"110653",11,61,87,1
"110654",11,62,87,1
"110655",11,63,87,1
"110656",11,64,87,1
"110657",11,65,87,1
"110658",11,66,87,1
"110659",11,67,87,1
"110660",11,68,87,1
"110661",11,69,87,1
"110662",11,70,87,1
"110663",11,71,87,1
"110664",11,72,87,1
"110665",11,73,87,1
"110666",11,74,87,1
"110667",11,75,87,1
"110668",11,76,87,1
"110669",11,77,87,1
"110670",11,78,87,1
"110671",11,79,87,1
"110672",11,80,87,1
"110673",11,81,87,1
"110674",11,82,87,1
"110675",11,83,87,1
"110676",11,84,87,1
"110677",11,85,87,1
"110678",11,86,87,1
"110679",11,87,87,1
"110680",12,13,87,0.5774
"110681",12,14,87,0.6588
"110682",12,15,87,0.7337
"110683",12,16,87,0.7985
"110684",12,17,87,0.8436
"110685",12,18,87,0.8816
"110686",12,19,87,0.917
"110687",12,20,87,0.942
"110688",12,21,87,0.9595
"110689",12,22,87,0.9679
"110690",12,23,87,0.9801
"110691",12,24,87,0.9837
"110692",12,25,87,0.9904
"110693",12,26,87,0.9952
"110694",12,27,87,0.997
"110695",12,28,87,0.9979
"110696",12,29,87,0.9994
"110697",12,30,87,0.9994
"110698",12,31,87,0.9994
"110699",12,32,87,0.9993
"110700",12,33,87,0.9999
"110701",12,34,87,1
"110702",12,35,87,0.9999
"110703",12,36,87,1
"110704",12,37,87,0.9999
"110705",12,38,87,1
"110706",12,39,87,1
"110707",12,40,87,1
"110708",12,41,87,1
"110709",12,42,87,1
"110710",12,43,87,1
"110711",12,44,87,1
"110712",12,45,87,1
"110713",12,46,87,1
"110714",12,47,87,1
"110715",12,48,87,1
"110716",12,49,87,1
"110717",12,50,87,1
"110718",12,51,87,1
"110719",12,52,87,1
"110720",12,53,87,1
"110721",12,54,87,1
"110722",12,55,87,1
"110723",12,56,87,1
"110724",12,57,87,1
"110725",12,58,87,1
"110726",12,59,87,1
"110727",12,60,87,1
"110728",12,61,87,1
"110729",12,62,87,1
"110730",12,63,87,1
"110731",12,64,87,1
"110732",12,65,87,1
"110733",12,66,87,1
"110734",12,67,87,1
"110735",12,68,87,1
"110736",12,69,87,1
"110737",12,70,87,1
"110738",12,71,87,1
"110739",12,72,87,1
"110740",12,73,87,1
"110741",12,74,87,1
"110742",12,75,87,1
"110743",12,76,87,1
"110744",12,77,87,1
"110745",12,78,87,1
"110746",12,79,87,1
"110747",12,80,87,1
"110748",12,81,87,1
"110749",12,82,87,1
"110750",12,83,87,1
"110751",12,84,87,1
"110752",12,85,87,1
"110753",12,86,87,1
"110754",12,87,87,1
"110755",13,14,87,0.5815
"110756",13,15,87,0.6562
"110757",13,16,87,0.7259
"110758",13,17,87,0.7847
"110759",13,18,87,0.831
"110760",13,19,87,0.8754
"110761",13,20,87,0.9098
"110762",13,21,87,0.9325
"110763",13,22,87,0.9554
"110764",13,23,87,0.9691
"110765",13,24,87,0.9789
"110766",13,25,87,0.9875
"110767",13,26,87,0.9897
"110768",13,27,87,0.9934
"110769",13,28,87,0.9956
"110770",13,29,87,0.9975
"110771",13,30,87,0.9988
"110772",13,31,87,0.9989
"110773",13,32,87,0.9998
"110774",13,33,87,0.9999
"110775",13,34,87,0.9998
"110776",13,35,87,0.9999
"110777",13,36,87,1
"110778",13,37,87,1
"110779",13,38,87,1
"110780",13,39,87,1
"110781",13,40,87,1
"110782",13,41,87,0.9999
"110783",13,42,87,1
"110784",13,43,87,1
"110785",13,44,87,1
"110786",13,45,87,1
"110787",13,46,87,1
"110788",13,47,87,1
"110789",13,48,87,1
"110790",13,49,87,1
"110791",13,50,87,1
"110792",13,51,87,1
"110793",13,52,87,1
"110794",13,53,87,1
"110795",13,54,87,1
"110796",13,55,87,1
"110797",13,56,87,1
"110798",13,57,87,1
"110799",13,58,87,1
"110800",13,59,87,1
"110801",13,60,87,1
"110802",13,61,87,1
"110803",13,62,87,1
"110804",13,63,87,1
"110805",13,64,87,1
"110806",13,65,87,1
"110807",13,66,87,1
"110808",13,67,87,1
"110809",13,68,87,1
"110810",13,69,87,1
"110811",13,70,87,1
"110812",13,71,87,1
"110813",13,72,87,1
"110814",13,73,87,1
"110815",13,74,87,1
"110816",13,75,87,1
"110817",13,76,87,1
"110818",13,77,87,1
"110819",13,78,87,1
"110820",13,79,87,1
"110821",13,80,87,1
"110822",13,81,87,1
"110823",13,82,87,1
"110824",13,83,87,1
"110825",13,84,87,1
"110826",13,85,87,1
"110827",13,86,87,1
"110828",13,87,87,1
"110829",14,15,87,0.5778
"110830",14,16,87,0.6568
"110831",14,17,87,0.7157
"110832",14,18,87,0.7783
"110833",14,19,87,0.8308
"110834",14,20,87,0.8714
"110835",14,21,87,0.9065
"110836",14,22,87,0.928
"110837",14,23,87,0.9518
"110838",14,24,87,0.9644
"110839",14,25,87,0.9766
"110840",14,26,87,0.9835
"110841",14,27,87,0.9889
"110842",14,28,87,0.9926
"110843",14,29,87,0.9965
"110844",14,30,87,0.9973
"110845",14,31,87,0.9981
"110846",14,32,87,0.9991
"110847",14,33,87,0.9991
"110848",14,34,87,0.9992
"110849",14,35,87,0.9999
"110850",14,36,87,1
"110851",14,37,87,0.9999
"110852",14,38,87,0.9999
"110853",14,39,87,1
"110854",14,40,87,1
"110855",14,41,87,1
"110856",14,42,87,1
"110857",14,43,87,1
"110858",14,44,87,1
"110859",14,45,87,1
"110860",14,46,87,1
"110861",14,47,87,1
"110862",14,48,87,1
"110863",14,49,87,1
"110864",14,50,87,1
"110865",14,51,87,1
"110866",14,52,87,1
"110867",14,53,87,1
"110868",14,54,87,1
"110869",14,55,87,1
"110870",14,56,87,1
"110871",14,57,87,1
"110872",14,58,87,1
"110873",14,59,87,1
"110874",14,60,87,1
"110875",14,61,87,1
"110876",14,62,87,1
"110877",14,63,87,1
"110878",14,64,87,1
"110879",14,65,87,1
"110880",14,66,87,1
"110881",14,67,87,1
"110882",14,68,87,1
"110883",14,69,87,1
"110884",14,70,87,1
"110885",14,71,87,1
"110886",14,72,87,1
"110887",14,73,87,1
"110888",14,74,87,1
"110889",14,75,87,1
"110890",14,76,87,1
"110891",14,77,87,1
"110892",14,78,87,1
"110893",14,79,87,1
"110894",14,80,87,1
"110895",14,81,87,1
"110896",14,82,87,1
"110897",14,83,87,1
"110898",14,84,87,1
"110899",14,85,87,1
"110900",14,86,87,1
"110901",14,87,87,1
"110902",15,16,87,0.5712
"110903",15,17,87,0.6455
"110904",15,18,87,0.7146
"110905",15,19,87,0.7756
"110906",15,20,87,0.8193
"110907",15,21,87,0.8696
"110908",15,22,87,0.9064
"110909",15,23,87,0.9289
"110910",15,24,87,0.9496
"110911",15,25,87,0.9622
"110912",15,26,87,0.9766
"110913",15,27,87,0.9829
"110914",15,28,87,0.9888
"110915",15,29,87,0.9912
"110916",15,30,87,0.9951
"110917",15,31,87,0.9978
"110918",15,32,87,0.9981
"110919",15,33,87,0.999
"110920",15,34,87,0.999
"110921",15,35,87,0.9998
"110922",15,36,87,0.9998
"110923",15,37,87,0.9998
"110924",15,38,87,0.9997
"110925",15,39,87,0.9999
"110926",15,40,87,1
"110927",15,41,87,1
"110928",15,42,87,1
"110929",15,43,87,1
"110930",15,44,87,1
"110931",15,45,87,1
"110932",15,46,87,1
"110933",15,47,87,1
"110934",15,48,87,1
"110935",15,49,87,1
"110936",15,50,87,1
"110937",15,51,87,1
"110938",15,52,87,1
"110939",15,53,87,1
"110940",15,54,87,1
"110941",15,55,87,1
"110942",15,56,87,1
"110943",15,57,87,1
"110944",15,58,87,1
"110945",15,59,87,1
"110946",15,60,87,1
"110947",15,61,87,1
"110948",15,62,87,1
"110949",15,63,87,1
"110950",15,64,87,1
"110951",15,65,87,1
"110952",15,66,87,1
"110953",15,67,87,1
"110954",15,68,87,1
"110955",15,69,87,1
"110956",15,70,87,1
"110957",15,71,87,1
"110958",15,72,87,1
"110959",15,73,87,1
"110960",15,74,87,1
"110961",15,75,87,1
"110962",15,76,87,1
"110963",15,77,87,1
"110964",15,78,87,1
"110965",15,79,87,1
"110966",15,80,87,1
"110967",15,81,87,1
"110968",15,82,87,1
"110969",15,83,87,1
"110970",15,84,87,1
"110971",15,85,87,1
"110972",15,86,87,1
"110973",15,87,87,1
"110974",16,17,87,0.5814
"110975",16,18,87,0.6577
"110976",16,19,87,0.7069
"110977",16,20,87,0.7704
"110978",16,21,87,0.8205
"110979",16,22,87,0.8554
"110980",16,23,87,0.8919
"110981",16,24,87,0.9244
"110982",16,25,87,0.9415
"110983",16,26,87,0.9576
"110984",16,27,87,0.9717
"110985",16,28,87,0.9823
"110986",16,29,87,0.9862
"110987",16,30,87,0.9904
"110988",16,31,87,0.994
"110989",16,32,87,0.9963
"110990",16,33,87,0.9978
"110991",16,34,87,0.9982
"110992",16,35,87,0.9991
"110993",16,36,87,0.9991
"110994",16,37,87,0.9997
"110995",16,38,87,0.9996
"110996",16,39,87,0.9999
"110997",16,40,87,0.9999
"110998",16,41,87,1
"110999",16,42,87,1
"111000",16,43,87,1
"111001",16,44,87,1
"111002",16,45,87,1
"111003",16,46,87,1
"111004",16,47,87,1
"111005",16,48,87,1
"111006",16,49,87,1
"111007",16,50,87,1
"111008",16,51,87,1
"111009",16,52,87,1
"111010",16,53,87,1
"111011",16,54,87,1
"111012",16,55,87,1
"111013",16,56,87,1
"111014",16,57,87,1
"111015",16,58,87,1
"111016",16,59,87,1
"111017",16,60,87,1
"111018",16,61,87,1
"111019",16,62,87,1
"111020",16,63,87,1
"111021",16,64,87,1
"111022",16,65,87,1
"111023",16,66,87,1
"111024",16,67,87,1
"111025",16,68,87,1
"111026",16,69,87,1
"111027",16,70,87,1
"111028",16,71,87,1
"111029",16,72,87,1
"111030",16,73,87,1
"111031",16,74,87,1
"111032",16,75,87,1
"111033",16,76,87,1
"111034",16,77,87,1
"111035",16,78,87,1
"111036",16,79,87,1
"111037",16,80,87,1
"111038",16,81,87,1
"111039",16,82,87,1
"111040",16,83,87,1
"111041",16,84,87,1
"111042",16,85,87,1
"111043",16,86,87,1
"111044",16,87,87,1
"111045",17,18,87,0.5693
"111046",17,19,87,0.6485
"111047",17,20,87,0.7055
"111048",17,21,87,0.7705
"111049",17,22,87,0.8122
"111050",17,23,87,0.8605
"111051",17,24,87,0.8973
"111052",17,25,87,0.9216
"111053",17,26,87,0.9388
"111054",17,27,87,0.9608
"111055",17,28,87,0.968
"111056",17,29,87,0.9808
"111057",17,30,87,0.9837
"111058",17,31,87,0.9921
"111059",17,32,87,0.9949
"111060",17,33,87,0.9964
"111061",17,34,87,0.9981
"111062",17,35,87,0.9991
"111063",17,36,87,0.9994
"111064",17,37,87,0.9996
"111065",17,38,87,0.9998
"111066",17,39,87,0.9997
"111067",17,40,87,0.9999
"111068",17,41,87,1
"111069",17,42,87,1
"111070",17,43,87,1
"111071",17,44,87,1
"111072",17,45,87,1
"111073",17,46,87,1
"111074",17,47,87,1
"111075",17,48,87,1
"111076",17,49,87,1
"111077",17,50,87,1
"111078",17,51,87,1
"111079",17,52,87,1
"111080",17,53,87,1
"111081",17,54,87,1
"111082",17,55,87,1
"111083",17,56,87,1
"111084",17,57,87,1
"111085",17,58,87,1
"111086",17,59,87,1
"111087",17,60,87,1
"111088",17,61,87,1
"111089",17,62,87,1
"111090",17,63,87,1
"111091",17,64,87,1
"111092",17,65,87,1
"111093",17,66,87,1
"111094",17,67,87,1
"111095",17,68,87,1
"111096",17,69,87,1
"111097",17,70,87,1
